pesticide_category,product_name,product_key,raw_composition,parsed_component_count,parsed_substances,warning_codes,severity,automatic_fix_applied,requires_manual_review,notes
herbicides,Променад,променад-010-154-03-2677-1,(500 г/л Прометрин),1,"[{""name"": ""Прометрин"", ""concentration"": 500.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Позитив Плюс,позитив-плюс-064-03-4923-1,(500 г/л Прометрин),1,"[{""name"": ""Прометрин"", ""concentration"": 500.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Шогун,шогун-156-03-2823-1,(100 г/л пропаквизафоп),1,"[{""name"": ""пропаквизафоп"", ""concentration"": 100.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Вендор,вендор-062-03-3489-1,(720 г/л Пропизохлор),1,"[{""name"": ""Пропизохлор"", ""concentration"": 720.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Ацетал Про,ацетал-про-018-03-1049-1,(720 г/л Пропизохлор),1,"[{""name"": ""Пропизохлор"", ""concentration"": 720.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Лабрадор,лабрадор-097-03-1849-1,(720 г/л Пропизохлор),1,"[{""name"": ""Пропизохлор"", ""concentration"": 720.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Ладон про,ладон-про-590-297-03-3539-1,(720 г/л Пропизохлор),1,"[{""name"": ""Пропизохлор"", ""concentration"": 720.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Питон,питон-021-03-3522-1,(720 г/л Пропизохлор),1,"[{""name"": ""Пропизохлор"", ""concentration"": 720.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Прокул,прокул-017-03-3451-1,(720 г/л Пропизохлор),1,"[{""name"": ""Пропизохлор"", ""concentration"": 720.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Пропонит,пропонит-201-03-3918-0,(720 г/л Пропизохлор),1,"[{""name"": ""Пропизохлор"", ""concentration"": 720.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,ПроФус,профус-064-03-4622-1,(720 г/л Пропизохлор),1,"[{""name"": ""Пропизохлор"", ""concentration"": 720.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Пропонит Дуо,пропонит-дуо-201-03-1090-1,(720 г/л Пропизохлор + 30 г/л кломазон),2,"[{""name"": ""Пропизохлор"", ""concentration"": 720.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""кломазон"", ""concentration"": 30.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Пропонит Дуо,пропонит-дуо-201-03-9757-0,(720 г/л Пропизохлор + 30 г/л кломазон),2,"[{""name"": ""Пропизохлор"", ""concentration"": 720.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""кломазон"", ""concentration"": 30.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,АгроЗаряд,агрозаряд-197-03-4311-1,"(312,5 г/л Пропизохлор + 187,5 г/л тербутилазин)",2,"[{""name"": ""Пропизохлор"", ""concentration"": 312.5, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тербутилазин"", ""concentration"": 187.5, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Версия,версия-018-03-4032-1,(370 г/л Пропизохлор + 185 г/л тербутилазин),2,"[{""name"": ""Пропизохлор"", ""concentration"": 370.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тербутилазин"", ""concentration"": 185.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Боксер,боксер-041-03-3508-1,(800 г/л Просульфокарб),1,"[{""name"": ""Просульфокарб"", ""concentration"": 800.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Индокарб,индокарб-197-678-03-3067-1,(800 г/л Просульфокарб),1,"[{""name"": ""Просульфокарб"", ""concentration"": 800.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Зенкошанс Голд,зенкошанс-голд-126-03-9739-1,(707 г/л Просульфокарб + 100 г/л Метрибузин),2,"[{""name"": ""Просульфокарб"", ""concentration"": 707.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Метрибузин"", ""concentration"": 100.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Пик,пик-041-03-2307-1,(750 г/кг Просульфурон),1,"[{""name"": ""Просульфурон"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Дандрис,дандрис-070-03-3933-1,(250 г/кг римсульфурон),1,"[{""name"": ""римсульфурон"", ""concentration"": 250.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Гримс,гримс-050-360-03-1062-1,(250 г/кг римсульфурон),1,"[{""name"": ""римсульфурон"", ""concentration"": 250.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Префект,префект-192-03-1016-1,(500 г/кг римсульфурон),1,"[{""name"": ""римсульфурон"", ""concentration"": 500.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Кассиус,кассиус-018-03-2829-1,(250 г/кг римсульфурон),1,"[{""name"": ""римсульфурон"", ""concentration"": 250.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Титус,титус-029-03-249-1,(250 г/кг римсульфурон),1,"[{""name"": ""римсульфурон"", ""concentration"": 250.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Ранголи-Тиран,ранголи-тиран-134-03-2299-1,(250 г/кг римсульфурон),1,"[{""name"": ""римсульфурон"", ""concentration"": 250.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Римус,римус-004-549-03-5010-1,(250 г/кг римсульфурон),1,"[{""name"": ""римсульфурон"", ""concentration"": 250.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Ромул,ромул-178-03-2917-1,(250 г/кг римсульфурон),1,"[{""name"": ""римсульфурон"", ""concentration"": 250.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Римэкс,римэкс-010-197-03-3120-1,(250 г/кг римсульфурон),1,"[{""name"": ""римсульфурон"", ""concentration"": 250.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Риманол,риманол-085-03-4493-1,(250 г/кг римсульфурон),1,"[{""name"": ""римсульфурон"", ""concentration"": 250.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Эскудо,эскудо-021-03-3820-1,(500 г/кг римсульфурон),1,"[{""name"": ""римсульфурон"", ""concentration"": 500.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Цицерон,цицерон-082-03-1308-1,(250 г/кг римсульфурон),1,"[{""name"": ""римсульфурон"", ""concentration"": 250.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Римлин,римлин-446-03-1528-1,(250 г/кг римсульфурон),1,"[{""name"": ""римсульфурон"", ""concentration"": 250.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Шантус,шантус-126-03-4047-1,(250 г/кг римсульфурон),1,"[{""name"": ""римсульфурон"", ""concentration"": 250.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Базис,базис-029-03-2705-1,(500 г/кг римсульфурон + 250 г/кг тифенсульфурон-метил),2,"[{""name"": ""римсульфурон"", ""concentration"": 500.0, ""unit"": ""г/кг"", ""is_antidote"": false}, {""name"": ""тифенсульфурон - метил"", ""concentration"": 250.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Слоузен,слоузен-070-03-3825-1,(500 г/кг римсульфурон + 250 г/кг тифенсульфурон-метил),2,"[{""name"": ""римсульфурон"", ""concentration"": 500.0, ""unit"": ""г/кг"", ""is_antidote"": false}, {""name"": ""тифенсульфурон - метил"", ""concentration"": 250.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Аркан,аркан-062-03-2640-1,(250 г/кг римсульфурон + 150 г/кг тифенсульфурон-метил + 80 г/кг флорасулам),3,"[{""name"": ""римсульфурон"", ""concentration"": 250.0, ""unit"": ""г/кг"", ""is_antidote"": false}, {""name"": ""тифенсульфурон - метил"", ""concentration"": 150.0, ""unit"": ""г/кг"", ""is_antidote"": false}, {""name"": ""флорасулам"", ""concentration"": 80.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Дуал Голд,дуал-голд-041-03-3507-1,(960 г/л С-Метолахлор),1,"[{""name"": ""С-Метолахлор"", ""concentration"": 960.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Джиндур,джиндур-677-03-3363-1,(960 г/л С-Метолахлор),1,"[{""name"": ""С-Метолахлор"", ""concentration"": 960.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Хевимет,хевимет-002-03-4078-1,(960 г/л С-Метолахлор),1,"[{""name"": ""С-Метолахлор"", ""concentration"": 960.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Телус,телус-376-03-3707-1,(960 г/л С-Метолахлор),1,"[{""name"": ""С-Метолахлор"", ""concentration"": 960.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Дифилайн,дифилайн-050-03-988-1,(960 г/л С-Метолахлор),1,"[{""name"": ""С-Метолахлор"", ""concentration"": 960.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Селена,селена-653-03-3753-1,(960 г/л С-Метолахлор),1,"[{""name"": ""С-Метолахлор"", ""concentration"": 960.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Симба,симба-021-03-1783-1,(960 г/л С-Метолахлор),1,"[{""name"": ""С-Метолахлор"", ""concentration"": 960.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Авангард,авангард-063-03-1268-1,(960 г/л С-Метолахлор),1,"[{""name"": ""С-Метолахлор"", ""concentration"": 960.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Душанс,душанс-126-03-1600-1,(960 г/л С-Метолахлор),1,"[{""name"": ""С-Метолахлор"", ""concentration"": 960.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Метолс,метолс-148-03-1601-1,(960 г/л С-Метолахлор),1,"[{""name"": ""С-Метолахлор"", ""concentration"": 960.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Ранголи-Дон,ранголи-дон-134-03-1768-1,(960 г/л С-Метолахлор),1,"[{""name"": ""С-Метолахлор"", ""concentration"": 960.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Бегин,бегин-010-038-03-4137-1,(960 г/л С-Метолахлор),1,"[{""name"": ""С-Метолахлор"", ""concentration"": 960.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Гуд-Харвест С-Метолахлор,гуд-харвест-с-метолахлор-563-03-3012-1,(960 г/л С-Метолахлор),1,"[{""name"": ""С-Метолахлор"", ""concentration"": 960.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Навиет,навиет-042-03-4950-0,(960 г/л С-Метолахлор),1,"[{""name"": ""С-Метолахлор"", ""concentration"": 960.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Дифилайн,дифилайн-050-03-9628-0,(960 г/л С-Метолахлор),1,"[{""name"": ""С-Метолахлор"", ""concentration"": 960.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Акебоно,акебоно-586-03-3478-1,(825 г/л С-Метолахлор + 75 г/л кломазон),2,"[{""name"": ""С-Метолахлор"", ""concentration"": 825.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""кломазон"", ""concentration"": 75.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Бутилор,бутилор-070-03-9637-1,"(312,5 г/л С-Метолахлор + 187,5 г/л тербутилазин)",2,"[{""name"": ""С-Метолахлор"", ""concentration"": 312.5, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тербутилазин"", ""concentration"": 187.5, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Вождь,вождь-699-03-3598-1,"(312,5 г/л С-Метолахлор + 187,5 г/л тербутилазин)",2,"[{""name"": ""С-Метолахлор"", ""concentration"": 312.5, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тербутилазин"", ""concentration"": 187.5, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Грасс,грасс-046-03-3087-1,"(312,5 г/л С-Метолахлор + 187,5 г/л тербутилазин)",2,"[{""name"": ""С-Метолахлор"", ""concentration"": 312.5, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тербутилазин"", ""concentration"": 187.5, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Гал-Басус,гал-басус-742-03-4424-1,"(312,5 г/л С-Метолахлор + 187,5 г/л тербутилазин)",2,"[{""name"": ""С-Метолахлор"", ""concentration"": 312.5, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тербутилазин"", ""concentration"": 187.5, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Толазин,толазин-278-03-4101-1,"(312,5 г/л С-Метолахлор + 187,5 г/л тербутилазин)",2,"[{""name"": ""С-Метолахлор"", ""concentration"": 312.5, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тербутилазин"", ""concentration"": 187.5, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Гардо Голд,гардо-голд-041-03-3383-1,"(312,5 г/л С-Метолахлор + 187,5 г/л тербутилазин)",2,"[{""name"": ""С-Метолахлор"", ""concentration"": 312.5, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тербутилазин"", ""concentration"": 187.5, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Киборг,киборг-282-03-1023-1,"(312,5 г/л С-Метолахлор + 187,5 г/л тербутилазин)",2,"[{""name"": ""С-Метолахлор"", ""concentration"": 312.5, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тербутилазин"", ""concentration"": 187.5, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Камелот,камелот-021-03-1785-1,"(312,5 г/л С-Метолахлор + 187,5 г/л тербутилазин)",2,"[{""name"": ""С-Метолахлор"", ""concentration"": 312.5, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тербутилазин"", ""concentration"": 187.5, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Хевимет Голд,хевимет-голд-097-03-1463-1,"(312,5 г/л С-Метолахлор + 187,5 г/л тербутилазин)",2,"[{""name"": ""С-Метолахлор"", ""concentration"": 312.5, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тербутилазин"", ""concentration"": 187.5, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Террагард,террагард-184-026-03-2862-1,"(312,5 г/л С-Метолахлор + 187,5 г/л тербутилазин)",2,"[{""name"": ""С-Метолахлор"", ""concentration"": 312.5, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тербутилазин"", ""concentration"": 187.5, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Экстракорн,экстракорн-590-03-4193-1,"(312,5 г/л С-Метолахлор + 187,5 г/л тербутилазин)",2,"[{""name"": ""С-Метолахлор"", ""concentration"": 312.5, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тербутилазин"", ""concentration"": 187.5, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Ирвин,ирвин-178-03-2993-1,"(312,5 г/л С-Метолахлор + 187,5 г/л тербутилазин)",2,"[{""name"": ""С-Метолахлор"", ""concentration"": 312.5, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тербутилазин"", ""concentration"": 187.5, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Грасс,грасс-046-03-5047-1,"(312,5 г/л С-Метолахлор + 187,5 г/л тербутилазин)",2,"[{""name"": ""С-Метолахлор"", ""concentration"": 312.5, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тербутилазин"", ""concentration"": 187.5, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Люмакс,люмакс-041-03-3487-1,"(375 г/л С-Метолахлор + 125 г/л тербутилазин + 37,5 г/л Мезотрион)",3,"[{""name"": ""С-Метолахлор"", ""concentration"": 375.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тербутилазин"", ""concentration"": 125.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Мезотрион"", ""concentration"": 37.5, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Эурон,эурон-021-03-4631-1,(750 г/кг сульфометурон-метил),1,"[{""name"": ""сульфометурон - метил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Веник,веник-178-03-2650-1,(750 г/кг сульфометурон-метил),1,"[{""name"": ""сульфометурон - метил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Анкор-85,анкор-85-111-03-2523-1,(750 г/кг Сульфометурон-метила кислота (калиевая соль),1,"[{""name"": ""Сульфометурон - метила кислота ( калиевая соль"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",malformed_delimiters,warning,no,yes,
herbicides,Лаудис,лаудис-019-03-2868-1,(200 г/кг Темботрион + 100 г/кг антидот изоксадифен-этила),2,"[{""name"": ""Темботрион"", ""concentration"": 200.0, ""unit"": ""г/кг"", ""is_antidote"": false}, {""name"": ""изоксадифен - этила"", ""concentration"": 100.0, ""unit"": ""г/кг"", ""is_antidote"": true}]",,clean,no,no,clean
herbicides,Капрено,капрено-019-03-3178-1,(345 г/л Темботрион + 68 г/л тиенкарбазон-метил + 134 г/л антидот изоксадифен-этил),3,"[{""name"": ""Темботрион"", ""concentration"": 345.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""тиенкарбазон - метил"", ""concentration"": 68.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""изоксадифен - этил"", ""concentration"": 134.0, ""unit"": ""г/л"", ""is_antidote"": true}]",,clean,no,no,clean
herbicides,Клик 500,клик-500-528-03-3617-1,(500 г/л тербутилазин),1,"[{""name"": ""тербутилазин"", ""concentration"": 500.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,"Тербутилазин + 2,4-Д кислота (2-этилгексиловый эфир) + клопиралид (2-этилгексиловый эфир) + никосульфурон Корнеги Плюс",тербутилазин-2-4-д-кислота-2-этилгексиловый-эфир-клопиралид-2-этилгексиловый-эфир-никосульфурон-корнеги-плюс-018-03-4646-1,"(250 г/л тербутилазин + 80 г/л 2,4-Д кислота (2-этилгексиловый эфир)",2,"[{""name"": ""тербутилазин"", ""concentration"": 250.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""2,4 - Д кислота ( 2 - этилгексиловый эфир"", ""concentration"": 80.0, ""unit"": ""г/л"", ""is_antidote"": false}]",malformed_delimiters,warning,no,yes,
herbicides,"Тербутилазин + 2,4-Д кислота (2-этилгексиловый эфир) + никосульфурон Корнеги",тербутилазин-2-4-д-кислота-2-этилгексиловый-эфир-никосульфурон-корнеги-018-03-2258-1,"(250 г/л тербутилазин + 80 г/л 2,4-Д кислота (2-этилгексиловый эфир)",2,"[{""name"": ""тербутилазин"", ""concentration"": 250.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""2,4 - Д кислота ( 2 - этилгексиловый эфир"", ""concentration"": 80.0, ""unit"": ""г/л"", ""is_antidote"": false}]",malformed_delimiters,warning,no,yes,
herbicides,Зеагран 350,зеагран-350-024-03-1581-1,(250 г/л тербутилазин + 100 г/л бромоксинил (смесь эфиров октаноата и гептаноата),2,"[{""name"": ""тербутилазин"", ""concentration"": 250.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""бромоксинил ( смесь эфиров октаноата и гептаноата"", ""concentration"": 100.0, ""unit"": ""г/л"", ""is_antidote"": false}]",malformed_delimiters,warning,no,yes,
herbicides,Акрис,акрис-334-03-2557-1,(250 г/л тербутилазин + 280 г/л Диметенамид-Р),2,"[{""name"": ""тербутилазин"", ""concentration"": 250.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Диметенамид - Р"", ""concentration"": 280.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Бегин Турбо,бегин-турбо-010-03-2431-1,(250 г/л тербутилазин + 250 г/л С-Метолахлор),2,"[{""name"": ""тербутилазин"", ""concentration"": 250.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""С-Метолахлор"", ""concentration"": 250.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Велосити,велосити-019-03-1639-1,(10 г/л тиенкарбазон-метил + 60 г/л антидот мефенпир-диэтил),2,"[{""name"": ""тиенкарбазон - метил"", ""concentration"": 10.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""мефенпир - диэтил"", ""concentration"": 60.0, ""unit"": ""г/л"", ""is_antidote"": true}]",,clean,no,no,clean
herbicides,Велосити Пауэр,велосити-пауэр-019-03-2877-1,"(22,5 г/кг тиенкарбазон-метил + 11,3 г/кг йодосульфурон-метил-нат рия + 135 г/кг антидот мефенпир-диэтила)",3,"[{""name"": ""тиенкарбазон - метил"", ""concentration"": 22.5, ""unit"": ""г/кг"", ""is_antidote"": false}, {""name"": ""йодосульфурон - метил - нат рия"", ""concentration"": 11.3, ""unit"": ""г/кг"", ""is_antidote"": false}, {""name"": ""мефенпир - диэтила"", ""concentration"": 135.0, ""unit"": ""г/кг"", ""is_antidote"": true}]",,clean,no,no,clean
herbicides,Габарит Ультра,габарит-ультра-966-03-4838-0,(750 г/кг тифенсульфурон-метил),1,"[{""name"": ""тифенсульфурон - метил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Танит,танит-590-297-03-3561-1,(20 г/л тифенсульфурон-метил),1,"[{""name"": ""тифенсульфурон - метил"", ""concentration"": 20.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Тифенс,тифенс-002-03-3129-1,(750 г/кг тифенсульфурон-метил),1,"[{""name"": ""тифенсульфурон - метил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Тифи,тифи-004-549-03-5013-1,(750 г/кг тифенсульфурон-метил),1,"[{""name"": ""тифенсульфурон - метил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Тифитерр,тифитерр-617-03-4138-1,(750 г/кг тифенсульфурон-метил),1,"[{""name"": ""тифенсульфурон - метил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Хармони Про,хармони-про-489-03-1903-1,(750 г/кг тифенсульфурон-метил),1,"[{""name"": ""тифенсульфурон - метил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Алсион,алсион-021-03-2825-1,(750 г/кг тифенсульфурон-метил),1,"[{""name"": ""тифенсульфурон - метил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Шансти,шансти-126-03-599-1,(750 г/кг тифенсульфурон-метил),1,"[{""name"": ""тифенсульфурон - метил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Альфа-Гард,альфа-гард-062-03-846-1,(750 г/кг тифенсульфурон-метил),1,"[{""name"": ""тифенсульфурон - метил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Аллерт,аллерт-178-03-2209-1,(750 г/кг тифенсульфурон-метил),1,"[{""name"": ""тифенсульфурон - метил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,ТифилАгро,тифилагро-197-03-1764-1,(750 г/кг тифенсульфурон-метил),1,"[{""name"": ""тифенсульфурон - метил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Купаж,купаж-018-03-2195-1,(750 г/кг тифенсульфурон-метил),1,"[{""name"": ""тифенсульфурон - метил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Шансти,шансти-126-03-9621-1,(750 г/кг тифенсульфурон-метил),1,"[{""name"": ""тифенсульфурон - метил"", ""concentration"": 750.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Аллерт Флюид,аллерт-флюид-178-03-9676-1,(150 г/л тифенсульфурон-метил),1,"[{""name"": ""тифенсульфурон - метил"", ""concentration"": 150.0, ""unit"": ""г/л"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Спарта,спарта-126-03-9744-1,(375 г/кг тифенсульфурон-метил + 135 г/кг Метсульфурон-метил),2,"[{""name"": ""тифенсульфурон - метил"", ""concentration"": 375.0, ""unit"": ""г/кг"", ""is_antidote"": false}, {""name"": ""Метсульфурон-метил"", ""concentration"": 135.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Габарит Голд,габарит-голд-966-03-4833-0,(375 г/кг тифенсульфурон-метил + 375 г/кг трибенурон-метил),2,"[{""name"": ""тифенсульфурон - метил"", ""concentration"": 375.0, ""unit"": ""г/кг"", ""is_antidote"": false}, {""name"": ""трибенурон-метил"", ""concentration"": 375.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
herbicides,Калибр,калибр-029-03-1197-1,(500 г/кг тифенсульфурон-метил + 250 г/кг трибенурон-метил),2,"[{""name"": ""тифенсульфурон - метил"", ""concentration"": 500.0, ""unit"": ""г/кг"", ""is_antidote"": false}, {""name"": ""трибенурон-метил"", ""concentration"": 250.0, ""unit"": ""г/кг"", ""is_antidote"": false}]",,clean,no,no,clean
