pesticide_category,product_name,product_key,raw_composition,current_parsed_substances,primary_category,warning_codes,root_cause,generic_fix_possible,source_data_corrupted,manual_review_required,action_taken,final_status,notes
insecticides,Клотиамет Дуо,клотиамет-дуо,(100 г/л лямбда-цигалотрин + 140,"[{""name"": ""лямбда-цигалотрин"", ""concentration"": 100.0, ""unit"": ""г/л"", ""is_antidote"": false}]",malformed_delimiters,malformed_delimiters,Unbalanced parentheses indicate truncated or malformed source composition text.,no,yes,yes,No parser rewrite; warning preserved to avoid hiding source-data corruption.,still_flagged_manual_review,Manual source-data review required before changing concentrations or substance names. Risk if left unchanged: Truncated or unbalanced text may omit substances or concentrations; unsafe for agronomic decisions without review.
insecticides,Доктор Харвест Форте Про,доктор-харвест-форте-про-909-01-4367-1,(30 г/л Пиретрины натуральные масляный экстракт + 30 г/л Пиретрины натуральные масляный экстракт),"[{""name"": ""Пиретрины натуральные масляный экстракт"", ""concentration"": 30.0, ""unit"": ""г/л"", ""is_antidote"": false}]",repeated_fragment,repeated_fragment,The same composition fragment or block is repeated exactly in the source composition field.,yes,yes,yes,Generic parser deduplication keeps one identical fragment for parsed output; warning remains because source row is corrupted.,still_flagged_manual_review,"Safe automatic parser handling, but source Excel still needs review. Risk if left unchanged: Duplicate components could confuse downstream displays if deduplication were removed; source remains misleading."
insecticides,Фипроксам,фипроксам,(350 г/л Тиаметоксам +,"[{""name"": ""Тиаметоксам"", ""concentration"": 350.0, ""unit"": ""г/л"", ""is_antidote"": false}]",malformed_delimiters,malformed_delimiters,Unbalanced parentheses indicate truncated or malformed source composition text.,no,yes,yes,No parser rewrite; warning preserved to avoid hiding source-data corruption.,still_flagged_manual_review,Manual source-data review required before changing concentrations or substance names. Risk if left unchanged: Truncated or unbalanced text may omit substances or concentrations; unsafe for agronomic decisions without review.
seed-treatments,Респекта,респекта,"(5 млрд/Мл Bacillus amyloliquefaciens + 0,5",[],malformed_delimiters,malformed_delimiters,Unbalanced parentheses indicate truncated or malformed source composition text.,no,yes,yes,No parser rewrite; warning preserved to avoid hiding source-data corruption.,still_flagged_manual_review,Manual source-data review required before changing concentrations or substance names. Risk if left unchanged: Truncated or unbalanced text may omit substances or concentrations; unsafe for agronomic decisions without review.
seed-treatments,БФТИМ КС-2,бфтим-кс-2-430-02-1644-1,(1х10⁹ КОЕ/Мл Bacillus amyloliquefaciens КС-2 + 1х10⁹ КОЕ/Мл Bacillus amyloliquefaciens КС-2),[],repeated_fragment,repeated_fragment,The same composition fragment or block is repeated exactly in the source composition field.,yes,yes,yes,Generic parser deduplication keeps one identical fragment for parsed output; warning remains because source row is corrupted.,still_flagged_manual_review,"Safe automatic parser handling, but source Excel still needs review. Risk if left unchanged: Duplicate components could confuse downstream displays if deduplication were removed; source remains misleading."
seed-treatments,Бисолбицид,бисолбицид-174-02-1916-1,"(0,108 КОЕ/Мл Bacillus subtilis, штамм ВL01 + 0,108 КОЕ/Мл Bacillus subtilis, штамм ВL01)",[],repeated_fragment,repeated_fragment,The same composition fragment or block is repeated exactly in the source composition field.,yes,yes,yes,Generic parser deduplication keeps one identical fragment for parsed output; warning remains because source row is corrupted.,still_flagged_manual_review,"Safe automatic parser handling, but source Excel still needs review. Risk if left unchanged: Duplicate components could confuse downstream displays if deduplication were removed; source remains misleading."
seed-treatments,Бактофит,бактофит,(2×10⁹ спор/Мл Bacillus,[],malformed_delimiters,malformed_delimiters,Unbalanced parentheses indicate truncated or malformed source composition text.,no,yes,yes,No parser rewrite; warning preserved to avoid hiding source-data corruption.,still_flagged_manual_review,Manual source-data review required before changing concentrations or substance names. Risk if left unchanged: Truncated or unbalanced text may omit substances or concentrations; unsafe for agronomic decisions without review.
seed-treatments,Бактофит,бактофит-034-02-3860-1,(2×10⁹ спор/Мл Bacillus,[],malformed_delimiters,malformed_delimiters,Unbalanced parentheses indicate truncated or malformed source composition text.,no,yes,yes,No parser rewrite; warning preserved to avoid hiding source-data corruption.,still_flagged_manual_review,Manual source-data review required before changing concentrations or substance names. Risk if left unchanged: Truncated or unbalanced text may omit substances or concentrations; unsafe for agronomic decisions without review.
seed-treatments,Метабактерин,метабактерин-495-02-1941-1,"(10¹⁰ КОЕ/г Methylobacteriumextorque nsNVDBKMB-2879 D + 0,5 г/кг ВалидамицинStreptomyce shygroscopicussubsp, «limoneus» ВКПМАС-1966 + 10¹⁰ КОЕ/г BacillussubtilisВКПМВ-2","[{""name"": ""ВалидамицинStreptomyce shygroscopicussubsp, «limoneus» ВКПМАС - 1966"", ""concentration"": 0.5, ""unit"": ""г/кг"", ""is_antidote"": false}]",malformed_delimiters,malformed_delimiters,Unbalanced parentheses indicate truncated or malformed source composition text.,no,yes,yes,No parser rewrite; warning preserved to avoid hiding source-data corruption.,still_flagged_manual_review,Manual source-data review required before changing concentrations or substance names. Risk if left unchanged: Truncated or unbalanced text may omit substances or concentrations; unsafe for agronomic decisions without review.
seed-treatments,Протект Комби,протект-комби-178-02-4527-1,"(48 г/л Пираклостробин - протиоконазол + 55 г/л Флудиоксонил + 37,5 г/л Тебуконазол + 48 г/л Пираклостробин - протиоконазол + 55 г/л Флудиоксонил + 37,5 г/л Тебуконазол + 48 г/л Пираклостробин - протиоконазол + 55 г/л Флудиоксонил + 37,5 г/л Тебуконазол + 48 г/л Пираклостробин - протиоконазол + 55 г/л Флудиоксонил + 37,5 г/л Тебуконазол)","[{""name"": ""Пираклостробин"", ""concentration"": 48.0, ""unit"": ""г/л"", ""is_antidote"": false, ""source_fragment"": ""Пираклостробин - протиоконазол""}, {""name"": ""протиоконазол"", ""concentration"": null, ""unit"": null, ""is_antidote"": false, ""concentration_unresolved"": true, ""concentration_note"": ""Концентрация не указана в исходном поле состава"", ""source_fragment"": ""Пираклостробин - протиоконазол""}, {""name"": ""Флудиоксонил"", ""concentration"": 55.0, ""unit"": ""г/л"", ""is_antidote"": false}, {""name"": ""Тебуконазол"", ""concentration"": 37.5, ""unit"": ""г/л"", ""is_antidote"": false}]",unresolved_concentration,joined_known_substances;repeated_fragment;unresolved_concentration,One source concentration is attached to a fragment containing two known active substances; the second substance has no separate concentration.,partial,yes,yes,Kept generic known-substance split and preserved the second concentration as None; did not guess missing concentration.,still_flagged_manual_review,Also contains exact repeated blocks that the parser deduplicates for parsing only. Risk if left unchanged: Could imply a false concentration for one active substance if guessed; current parser safely leaves it unresolved.
seed-treatments,Фипроксам,фипроксам,(350 г/л Тиаметоксам +,"[{""name"": ""Тиаметоксам"", ""concentration"": 350.0, ""unit"": ""г/л"", ""is_antidote"": false}]",malformed_delimiters,malformed_delimiters,Unbalanced parentheses indicate truncated or malformed source composition text.,no,yes,yes,No parser rewrite; warning preserved to avoid hiding source-data corruption.,still_flagged_manual_review,Manual source-data review required before changing concentrations or substance names. Risk if left unchanged: Truncated or unbalanced text may omit substances or concentrations; unsafe for agronomic decisions without review.
