row_number / record_id,product_name,clean_product_name_candidate,registration_number,manufacturer,active_substances_raw,composition_found_in_product_name,composition_found_in_active_substances_raw,parsed_from_active_substances_raw_count,parsed_from_product_name_count,final_selected_composition_source,final_parsed_substance_count,parsed_substances_summary,repeated_fragment_warning,duplicated_substance_warning,empty_composition_warning,product_name_contains_composition_warning,inconsistent_duplicate_rows_warning,unresolved_concentration_warning,safe_auto_fix_possible,manual_review_required,suggested_action,notes
395,Винцит Форте,Винцит Форте,,ОГРН -,"(15 г/л Имазалил + 25 г/л Тиабендазол + 37,5 г/л Флутриафол) «КЕМИНОВА А/С»",,"(15 г/л Имазалил + 25 г/л Тиабендазол + 37,5 г/л Флутриафол) «КЕМИНОВА А/С»",3,0,active_substances_raw,3,"Имазалил — 15,0 г/л; Тиабендазол — 25,0 г/л; Флутриафол) «КЕМИНОВА А/С» — 37,5 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
396,Винцит Форте,Винцит Форте,,ОГРН -,"(15 г/л Имазалил + 25 г/л Тиабендазол + 37,5 г/л Флутриафол) «КЕМИНОВА А/С»",,"(15 г/л Имазалил + 25 г/л Тиабендазол + 37,5 г/л Флутриафол) «КЕМИНОВА А/С»",3,0,active_substances_raw,3,"Имазалил — 15,0 г/л; Тиабендазол — 25,0 г/л; Флутриафол) «КЕМИНОВА А/С» — 37,5 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
397,Хет-Трик,Хет-Трик,,АО Фирма «Август» ОГРН 1025006038958,(333 г/л Имидаклоприд + 67 г/л Дифеноконазол + 17 г/л Тебуконазол),,(333 г/л Имидаклоприд + 67 г/л Дифеноконазол + 17 г/л Тебуконазол),3,0,active_substances_raw,3,"Имидаклоприд — 333,0 г/л; Дифеноконазол — 67,0 г/л; Тебуконазол — 17,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
398,Хет-Трик,Хет-Трик,,АО Фирма «Август» ОГРН 1025006038958,(333 г/л Имидаклоприд + 67 г/л Дифеноконазол + 17 г/л Тебуконазол),,(333 г/л Имидаклоприд + 67 г/л Дифеноконазол + 17 г/л Тебуконазол),3,0,active_substances_raw,3,"Имидаклоприд — 333,0 г/л; Дифеноконазол — 67,0 г/л; Тебуконазол — 17,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
399,Хет-Трик,Хет-Трик,,АО Фирма «Август» ОГРН 1025006038958,(333 г/л Имидаклоприд + 67 г/л Дифеноконазол + 17 г/л Тебуконазол),,(333 г/л Имидаклоприд + 67 г/л Дифеноконазол + 17 г/л Тебуконазол),3,0,active_substances_raw,3,"Имидаклоприд — 333,0 г/л; Дифеноконазол — 67,0 г/л; Тебуконазол — 17,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
400,Хет-Трик,Хет-Трик,,АО Фирма «Август» ОГРН 1025006038958,(333 г/л Имидаклоприд + 67 г/л Дифеноконазол + 17 г/л Тебуконазол),,(333 г/л Имидаклоприд + 67 г/л Дифеноконазол + 17 г/л Тебуконазол),3,0,active_substances_raw,3,"Имидаклоприд — 333,0 г/л; Дифеноконазол — 67,0 г/л; Тебуконазол — 17,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
401,Хет-Трик,Хет-Трик,,АО Фирма «Август» ОГРН 1025006038958,(333 г/л Имидаклоприд + 67 г/л Дифеноконазол + 17 г/л Тебуконазол),,(333 г/л Имидаклоприд + 67 г/л Дифеноконазол + 17 г/л Тебуконазол),3,0,active_substances_raw,3,"Имидаклоприд — 333,0 г/л; Дифеноконазол — 67,0 г/л; Тебуконазол — 17,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
402,Хет-Трик,Хет-Трик,,АО Фирма «Август» ОГРН 1025006038958,(333 г/л Имидаклоприд + 67 г/л Дифеноконазол + 17 г/л Тебуконазол),,(333 г/л Имидаклоприд + 67 г/л Дифеноконазол + 17 г/л Тебуконазол),3,0,active_substances_raw,3,"Имидаклоприд — 333,0 г/л; Дифеноконазол — 67,0 г/л; Тебуконазол — 17,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
403,Хет-Трик,Хет-Трик,,АО Фирма «Август» ОГРН 1025006038958,(333 г/л Имидаклоприд + 67 г/л Дифеноконазол + 17 г/л Тебуконазол),,(333 г/л Имидаклоприд + 67 г/л Дифеноконазол + 17 г/л Тебуконазол),3,0,active_substances_raw,3,"Имидаклоприд — 333,0 г/л; Дифеноконазол — 67,0 г/л; Тебуконазол — 17,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
404,"Туарег, СМЭ (280 г/л Имидаклоприд + 34 г/л Имазалил + 20 г/л Тебуконазол)","Туарег, СМЭ",,АО «Щелково Агрохим» ОГРН 1025006519427,,(280 г/л Имидаклоприд + 34 г/л Имазалил + 20 г/л Тебуконазол),,0,3,product_name,3,"Имидаклоприд — 280,0 г/л; Имазалил — 34,0 г/л; Тебуконазол — 20,0 г/л",,,,yes,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
405,"Туарег, СМЭ (280 г/л Имидаклоприд + 34 г/л Имазалил + 20 г/л Тебуконазол)","Туарег, СМЭ",,АО «Щелково Агрохим» ОГРН 1025006519427,,(280 г/л Имидаклоприд + 34 г/л Имазалил + 20 г/л Тебуконазол),,0,3,product_name,3,"Имидаклоприд — 280,0 г/л; Имазалил — 34,0 г/л; Тебуконазол — 20,0 г/л",,,,yes,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
406,"Туарег, СМЭ (280 г/л Имидаклоприд + 34 г/л Имазалил + 20 г/л Тебуконазол)","Туарег, СМЭ",,АО «Щелково Агрохим» ОГРН 1025006519427,,(280 г/л Имидаклоприд + 34 г/л Имазалил + 20 г/л Тебуконазол),,0,3,product_name,3,"Имидаклоприд — 280,0 г/л; Имазалил — 34,0 г/л; Тебуконазол — 20,0 г/л",,,,yes,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
407,"Туарег, СМЭ (280 г/л Имидаклоприд + 34 г/л Имазалил + 20 г/л Тебуконазол)","Туарег, СМЭ",,АО «Щелково Агрохим» ОГРН 1025006519427,,(280 г/л Имидаклоприд + 34 г/л Имазалил + 20 г/л Тебуконазол),,0,3,product_name,3,"Имидаклоприд — 280,0 г/л; Имазалил — 34,0 г/л; Тебуконазол — 20,0 г/л",,,,yes,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
408,"Туарег, СМЭ (280 г/л Имидаклоприд + 34 г/л Имазалил + 20 г/л Тебуконазол)","Туарег, СМЭ",,АО «Щелково Агрохим» ОГРН 1025006519427,,(280 г/л Имидаклоприд + 34 г/л Имазалил + 20 г/л Тебуконазол),,0,3,product_name,3,"Имидаклоприд — 280,0 г/л; Имазалил — 34,0 г/л; Тебуконазол — 20,0 г/л",,,,yes,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
409,"Туарег, СМЭ (280 г/л г/л Имидаклоприд + 34 г/л г/л Имазалил + 20 г/л г/л Тебуконазол)","Туарег, СМЭ",,,,(280 г/л г/л Имидаклоприд + 34 г/л г/л Имазалил + 20 г/л г/л Тебуконазол),,0,3,product_name,3,"г/л Имидаклоприд — 280,0 г/л; г/л Имазалил — 34,0 г/л; г/л Тебуконазол — 20,0 г/л",,,,yes,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
410,"Туарег, СМЭ (280 г/л г/л Имидаклоприд + 34 г/л г/л Имазалил + 20 г/л г/л Тебуконазол)","Туарег, СМЭ",,,,(280 г/л г/л Имидаклоприд + 34 г/л г/л Имазалил + 20 г/л г/л Тебуконазол),,0,3,product_name,3,"г/л Имидаклоприд — 280,0 г/л; г/л Имазалил — 34,0 г/л; г/л Тебуконазол — 20,0 г/л",,,,yes,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
411,"Туарег, СМЭ (280 г/л г/л Имидаклоприд + 34 г/л г/л Имазалил + 20 г/л г/л Тебуконазол)","Туарег, СМЭ",,,,(280 г/л г/л Имидаклоприд + 34 г/л г/л Имазалил + 20 г/л г/л Тебуконазол),,0,3,product_name,3,"г/л Имидаклоприд — 280,0 г/л; г/л Имазалил — 34,0 г/л; г/л Тебуконазол — 20,0 г/л",,,,yes,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
412,"Туарег, СМЭ (280 г/л г/л Имидаклоприд + 34 г/л г/л Имазалил + 20 г/л г/л Тебуконазол)","Туарег, СМЭ",,,,(280 г/л г/л Имидаклоприд + 34 г/л г/л Имазалил + 20 г/л г/л Тебуконазол),,0,3,product_name,3,"г/л Имидаклоприд — 280,0 г/л; г/л Имазалил — 34,0 г/л; г/л Тебуконазол — 20,0 г/л",,,,yes,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
413,Престиж,Престиж,019-02-2401-1,ОГРН 0,(140 г/л Имидаклоприд + 150 г/л пенцикурон) Байер КропСайенс АГ,,(140 г/л Имидаклоприд + 150 г/л пенцикурон) Байер КропСайенс АГ,2,0,active_substances_raw,2,"Имидаклоприд — 140,0 г/л; пенцикурон) Байер КропСайенс АГ — 150,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
414,Престиж,Престиж,019-02-2401-1,ОГРН 0,(140 г/л Имидаклоприд + 150 г/л пенцикурон) Байер КропСайенс АГ,,(140 г/л Имидаклоприд + 150 г/л пенцикурон) Байер КропСайенс АГ,2,0,active_substances_raw,2,"Имидаклоприд — 140,0 г/л; пенцикурон) Байер КропСайенс АГ — 150,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
415,Престиж,Престиж,019-02-2401-1,ОГРН 0,(140 г/л Имидаклоприд + 150 г/л пенцикурон) Байер КропСайенс АГ,,(140 г/л Имидаклоприд + 150 г/л пенцикурон) Байер КропСайенс АГ,2,0,active_substances_raw,2,"Имидаклоприд — 140,0 г/л; пенцикурон) Байер КропСайенс АГ — 150,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
416,Престиж,Престиж,019-02-2401-1,ОГРН 0,(140 г/л Имидаклоприд + 150 г/л пенцикурон) Байер КропСайенс АГ,,(140 г/л Имидаклоприд + 150 г/л пенцикурон) Байер КропСайенс АГ,2,0,active_substances_raw,2,"Имидаклоприд — 140,0 г/л; пенцикурон) Байер КропСайенс АГ — 150,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
417,Престиж,Престиж,019-02-2401-1,ОГРН 0,(140 г/л Имидаклоприд + 150 г/л пенцикурон) Байер КропСайенс АГ,,(140 г/л Имидаклоприд + 150 г/л пенцикурон) Байер КропСайенс АГ,2,0,active_substances_raw,2,"Имидаклоприд — 140,0 г/л; пенцикурон) Байер КропСайенс АГ — 150,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
418,Батор,Батор,,ОГРН -,(140 г/л Имидаклоприд + 150 г/л пенцикурон) Рейбоу Агросайенс Кфт.,,(140 г/л Имидаклоприд + 150 г/л пенцикурон) Рейбоу Агросайенс Кфт.,2,0,active_substances_raw,2,"Имидаклоприд — 140,0 г/л; пенцикурон) Рейбоу Агросайенс Кфт. — 150,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
419,Клубнещит,Клубнещит,,ООО «Ваше хозяйство» ОГРН 1025203566728,(140 г/л Имидаклоприд + 150 г/л пенцикурон),,(140 г/л Имидаклоприд + 150 г/л пенцикурон),2,0,active_substances_raw,2,"Имидаклоприд — 140,0 г/л; пенцикурон — 150,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
420,Покровитель,Покровитель,231-01-1115-1,ИП Тарасов Юрий Дмитриевич ОГРНИП 314774607001433,(140 г/л Имидаклоприд + 150 г/л пенцикурон),,(140 г/л Имидаклоприд + 150 г/л пенцикурон),2,0,active_substances_raw,2,"Имидаклоприд — 140,0 г/л; пенцикурон — 150,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
421,Имикар,Имикар,,"ООО «ЛИСТЕРРА» ОГРН 1057749556930, ПАНАМА АГРОКЕМИКАЛС ИНК. ОГРН -",(280 г/л Имидаклоприд + 80 г/л Тиабендазол),,(280 г/л Имидаклоприд + 80 г/л Тиабендазол),2,0,active_substances_raw,2,"Имидаклоприд — 280,0 г/л; Тиабендазол — 80,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
422,Доспех Квадра,Доспех Квадра,,"ООО «ЛИСТЕРРА» ОГРН 1057749556930, ПАНАМА АГРОКЕМИКАЛС ИНК. ОГРН -",(300 г/л Имидаклоприд + 30 г/л Тиабендазол + 30 г/л Тебуконазол + 20 г/л Имазалил),,(300 г/л Имидаклоприд + 30 г/л Тиабендазол + 30 г/л Тебуконазол + 20 г/л Имазалил),4,0,active_substances_raw,4,"Имидаклоприд — 300,0 г/л; Тиабендазол — 30,0 г/л; Тебуконазол — 30,0 г/л; Имазалил — 20,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
423,Доспех Квадра,Доспех Квадра,,"ООО «ЛИСТЕРРА» ОГРН 1057749556930, ПАНАМА АГРОКЕМИКАЛС ИНК. ОГРН -",(300 г/л Имидаклоприд + 30 г/л Тиабендазол + 30 г/л Тебуконазол + 20 г/л Имазалил),,(300 г/л Имидаклоприд + 30 г/л Тиабендазол + 30 г/л Тебуконазол + 20 г/л Имазалил),4,0,active_substances_raw,4,"Имидаклоприд — 300,0 г/л; Тиабендазол — 30,0 г/л; Тебуконазол — 30,0 г/л; Имазалил — 20,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
424,Доспех Квадра,Доспех Квадра,,"ООО «ЛИСТЕРРА» ОГРН 1057749556930, ПАНАМА АГРОКЕМИКАЛС ИНК. ОГРН -",(300 г/л Имидаклоприд + 30 г/л Тиабендазол + 30 г/л Тебуконазол + 20 г/л Имазалил),,(300 г/л Имидаклоприд + 30 г/л Тиабендазол + 30 г/л Тебуконазол + 20 г/л Имазалил),4,0,active_substances_raw,4,"Имидаклоприд — 300,0 г/л; Тиабендазол — 30,0 г/л; Тебуконазол — 30,0 г/л; Имазалил — 20,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
425,Доспех Квадра,Доспех Квадра,,"ООО «ЛИСТЕРРА» ОГРН 1057749556930, ПАНАМА АГРОКЕМИКАЛС ИНК. ОГРН -",(300 г/л Имидаклоприд + 30 г/л Тиабендазол + 30 г/л Тебуконазол + 20 г/л Имазалил),,(300 г/л Имидаклоприд + 30 г/л Тиабендазол + 30 г/л Тебуконазол + 20 г/л Имазалил),4,0,active_substances_raw,4,"Имидаклоприд — 300,0 г/л; Тиабендазол — 30,0 г/л; Тебуконазол — 30,0 г/л; Имазалил — 20,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
426,Флутеприд,Флутеприд,156-02-2138-1,ООО «АДАМА РУС» ОГРН 1062310039934,(400 г/л Имидаклоприд + 50 г/л Флудиоксонил + 30 г/л Тебуконазол),,(400 г/л Имидаклоприд + 50 г/л Флудиоксонил + 30 г/л Тебуконазол),3,0,active_substances_raw,3,"Имидаклоприд — 400,0 г/л; Флудиоксонил — 50,0 г/л; Тебуконазол — 30,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
427,05.04.2019 04.04.2029,05.04.2019 04.04.2029,,,,,,0,0,,0,,,,yes,,,,,yes,manual review,source workbook audit; MongoDB was not changed
428,05.04.2019 04.04.2029,05.04.2019 04.04.2029,,,,,,0,0,,0,,,,yes,,,,,yes,manual review,source workbook audit; MongoDB was not changed
429,05.04.2019 04.04.2029,05.04.2019 04.04.2029,,,,,,0,0,,0,,,,yes,,,,,yes,manual review,source workbook audit; MongoDB was not changed
430,Люмифлекс,Люмифлекс,869-02-4253-1,ОГРН -,(452 г/л Ипконазол) ЮПЛ Холдингс Кооператив Ю.А.,,(452 г/л Ипконазол) ЮПЛ Холдингс Кооператив Ю.А.,1,0,active_substances_raw,1,"Ипконазол) ЮПЛ Холдингс Кооператив Ю.А. — 452,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
431,Люмифлекс,Люмифлекс,869-02-4253-1,ОГРН -,(452 г/л Ипконазол) ЮПЛ Холдингс Кооператив Ю.А.,,(452 г/л Ипконазол) ЮПЛ Холдингс Кооператив Ю.А.,1,0,active_substances_raw,1,"Ипконазол) ЮПЛ Холдингс Кооператив Ю.А. — 452,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
432,Ранкона 450,Ранкона 450,869-02-4089-1,ОГРН -,(452 г/л Ипконазол) ЮПЛ Холдингс Кооператив Ю.А.,,(452 г/л Ипконазол) ЮПЛ Холдингс Кооператив Ю.А.,1,0,active_substances_raw,1,"Ипконазол) ЮПЛ Холдингс Кооператив Ю.А. — 452,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
433,Ранкона 450,Ранкона 450,869-02-4089-1,ОГРН -,(452 г/л Ипконазол) ЮПЛ Холдингс Кооператив Ю.А.,,(452 г/л Ипконазол) ЮПЛ Холдингс Кооператив Ю.А.,1,0,active_substances_raw,1,"Ипконазол) ЮПЛ Холдингс Кооператив Ю.А. — 452,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
434,Эклипс,Эклипс,869-02-4722-1,ОГРН -,(10 г/л Ипконазол + 225 г/л Тирам) ЮПЛ Холдингс Кооператив Ю.А.,,(10 г/л Ипконазол + 225 г/л Тирам) ЮПЛ Холдингс Кооператив Ю.А.,2,0,active_substances_raw,2,"Ипконазол — 10,0 г/л; Тирам) ЮПЛ Холдингс Кооператив Ю.А. — 225,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
435,Эклипс,Эклипс,869-02-4722-1,ОГРН -,(10 г/л Ипконазол + 225 г/л Тирам) ЮПЛ Холдингс Кооператив Ю.А.,,(10 г/л Ипконазол + 225 г/л Тирам) ЮПЛ Холдингс Кооператив Ю.А.,2,0,active_substances_raw,2,"Ипконазол — 10,0 г/л; Тирам) ЮПЛ Холдингс Кооператив Ю.А. — 225,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
436,Ровраль,Ровраль,051-02-1647-1,ОГРН -,(500 г/кг Ипродион) ФМС Кемикал,,(500 г/кг Ипродион) ФМС Кемикал,1,0,active_substances_raw,1,"Ипродион) ФМС Кемикал — 500,0 г/кг",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
437,Ровраль,Ровраль,051-02-1647-1,ОГРН -,(500 г/кг Ипродион) ФМС Кемикал,,(500 г/кг Ипродион) ФМС Кемикал,1,0,active_substances_raw,1,"Ипродион) ФМС Кемикал — 500,0 г/кг",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
438,Идикум,Идикум,,АО Фирма «Август» ОГРН 1025006038958,"(133 г/л Ипродион + 100 г/л Имидаклоприд + 6,7 г/л Дифеноконазол)",,"(133 г/л Ипродион + 100 г/л Имидаклоприд + 6,7 г/л Дифеноконазол)",3,0,active_substances_raw,3,"Ипродион — 133,0 г/л; Имидаклоприд — 100,0 г/л; Дифеноконазол — 6,7 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
439,Альбит,Альбит,081-02-2950-1,ООО «НПФ «Альбит» ОГРН 1025007774285,"(181,5 г/кг карбамид + 6,2 г/кг Поли-бета-гидроксимасля ная кислота + 29,8 г/кг магний сернокислый + 91,1 г/кг калий фосфорнокислый + 91,2 г/кг калий азотнокислый)",,"(181,5 г/кг карбамид + 6,2 г/кг Поли-бета-гидроксимасля ная кислота + 29,8 г/кг магний сернокислый + 91,1 г/кг калий фосфорнокислый + 91,2 г/кг калий азотнокислый)",5,0,active_substances_raw,5,"карбамид — 181,5 г/кг; Поли-бета-гидроксимасля ная кислота — 6,2 г/кг; магний сернокислый — 29,8 г/кг; калий фосфорнокислый — 91,1 г/кг; калий азотнокислый — 91,2 г/кг",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
440,Альбит,Альбит,081-02-2950-1,ООО «НПФ «Альбит» ОГРН 1025007774285,"(181,5 г/кг карбамид + 6,2 г/кг Поли-бета-гидроксимасля ная кислота + 29,8 г/кг магний сернокислый + 91,1 г/кг калий фосфорнокислый + 91,2 г/кг калий азотнокислый)",,"(181,5 г/кг карбамид + 6,2 г/кг Поли-бета-гидроксимасля ная кислота + 29,8 г/кг магний сернокислый + 91,1 г/кг калий фосфорнокислый + 91,2 г/кг калий азотнокислый)",5,0,active_substances_raw,5,"карбамид — 181,5 г/кг; Поли-бета-гидроксимасля ная кислота — 6,2 г/кг; магний сернокислый — 29,8 г/кг; калий фосфорнокислый — 91,1 г/кг; калий азотнокислый — 91,2 г/кг",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
441,Альбит,Альбит,081-02-2950-1,ООО «НПФ «Альбит» ОГРН 1025007774285,"(181,5 г/кг карбамид + 6,2 г/кг Поли-бета-гидроксимасля ная кислота + 29,8 г/кг магний сернокислый + 91,1 г/кг калий фосфорнокислый + 91,2 г/кг калий азотнокислый)",,"(181,5 г/кг карбамид + 6,2 г/кг Поли-бета-гидроксимасля ная кислота + 29,8 г/кг магний сернокислый + 91,1 г/кг калий фосфорнокислый + 91,2 г/кг калий азотнокислый)",5,0,active_substances_raw,5,"карбамид — 181,5 г/кг; Поли-бета-гидроксимасля ная кислота — 6,2 г/кг; магний сернокислый — 29,8 г/кг; калий фосфорнокислый — 91,1 г/кг; калий азотнокислый — 91,2 г/кг",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
442,Альбит,Альбит,081-02-2950-1,ООО «НПФ «Альбит» ОГРН 1025007774285,"(181,5 г/кг карбамид + 6,2 г/кг Поли-бета-гидроксимасля ная кислота + 29,8 г/кг магний сернокислый + 91,1 г/кг калий фосфорнокислый + 91,2 г/кг калий азотнокислый)",,"(181,5 г/кг карбамид + 6,2 г/кг Поли-бета-гидроксимасля ная кислота + 29,8 г/кг магний сернокислый + 91,1 г/кг калий фосфорнокислый + 91,2 г/кг калий азотнокислый)",5,0,active_substances_raw,5,"карбамид — 181,5 г/кг; Поли-бета-гидроксимасля ная кислота — 6,2 г/кг; магний сернокислый — 29,8 г/кг; калий фосфорнокислый — 91,1 г/кг; калий азотнокислый — 91,2 г/кг",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
443,Альбит,Альбит,081-02-2950-1,ООО «НПФ «Альбит» ОГРН 1025007774285,"(181,5 г/кг карбамид + 6,2 г/кг Поли-бета-гидроксимасля ная кислота + 29,8 г/кг магний сернокислый + 91,1 г/кг калий фосфорнокислый + 91,2 г/кг калий азотнокислый)",,"(181,5 г/кг карбамид + 6,2 г/кг Поли-бета-гидроксимасля ная кислота + 29,8 г/кг магний сернокислый + 91,1 г/кг калий фосфорнокислый + 91,2 г/кг калий азотнокислый)",5,0,active_substances_raw,5,"карбамид — 181,5 г/кг; Поли-бета-гидроксимасля ная кислота — 6,2 г/кг; магний сернокислый — 29,8 г/кг; калий фосфорнокислый — 91,1 г/кг; калий азотнокислый — 91,2 г/кг",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
444,Альбит,Альбит,081-02-2950-1,ООО «НПФ «Альбит» ОГРН 1025007774285,"(181,5 г/кг карбамид + 6,2 г/кг Поли-бета-гидроксимасля ная кислота + 29,8 г/кг магний сернокислый + 91,1 г/кг калий фосфорнокислый + 91,2 г/кг калий азотнокислый)",,"(181,5 г/кг карбамид + 6,2 г/кг Поли-бета-гидроксимасля ная кислота + 29,8 г/кг магний сернокислый + 91,1 г/кг калий фосфорнокислый + 91,2 г/кг калий азотнокислый)",5,0,active_substances_raw,5,"карбамид — 181,5 г/кг; Поли-бета-гидроксимасля ная кислота — 6,2 г/кг; магний сернокислый — 29,8 г/кг; калий фосфорнокислый — 91,1 г/кг; калий азотнокислый — 91,2 г/кг",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
445,Кредо,Кредо,021-02-4880-0,АО Фирма «Август» ОГРН 1025006038958,(500 г/л г/л Карбендазим),,(500 г/л г/л Карбендазим),1,0,active_substances_raw,1,"г/л Карбендазим — 500,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
446,Кредо,Кредо,021-02-4880-0,АО Фирма «Август» ОГРН 1025006038958,(500 г/л г/л Карбендазим),,(500 г/л г/л Карбендазим),1,0,active_substances_raw,1,"г/л Карбендазим — 500,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
447,Кредо,Кредо,021-02-4880-0,АО Фирма «Август» ОГРН 1025006038958,(500 г/л г/л Карбендазим),,(500 г/л г/л Карбендазим),1,0,active_substances_raw,1,"г/л Карбендазим — 500,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
448,Кредо,Кредо,021-02-4880-0,АО Фирма «Август» ОГРН 1025006038958,(500 г/л г/л Карбендазим),,(500 г/л г/л Карбендазим),1,0,active_substances_raw,1,"г/л Карбендазим — 500,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
449,Кредо,Кредо,021-02-4880-0,АО Фирма «Август» ОГРН 1025006038958,(500 г/л г/л Карбендазим),,(500 г/л г/л Карбендазим),1,0,active_substances_raw,1,"г/л Карбендазим — 500,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
450,Кардон,Кардон,,"ООО «ФОРВАРД» ОГРН 1105476055277, ООО «Сибагрохим» ОГРН 1025402493555, ООО «Агрохим ХХ1» ОГРН 5067746338150",(500 г/л Карбендазим),,(500 г/л Карбендазим),1,0,active_substances_raw,1,"Карбендазим — 500,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
451,Кардон,Кардон,,"ООО «ФОРВАРД» ОГРН 1105476055277, ООО «Сибагрохим» ОГРН 1025402493555, ООО «Агрохим ХХ1» ОГРН 5067746338150",(500 г/л Карбендазим),,(500 г/л Карбендазим),1,0,active_substances_raw,1,"Карбендазим — 500,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
452,Комфорт,Комфорт,010-02-3047-1,ООО «ЛИСТЕРРА» ОГРН 1057749556930,(500 г/л Карбендазим),,(500 г/л Карбендазим),1,0,active_substances_raw,1,"Карбендазим — 500,0 г/л",,,,,,,yes,,use explicit parsed composition; clean display title only,source workbook audit; MongoDB was not changed
